DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
17-Oct-2025,EQ,"796.95","802.45","785.05","798.50","799.95","792.45","789.99","841.00","478.35",4814241,"3,80,32,24,887.20",41597
16-Oct-2025,EQ,"801.25","814.00","795.00","802.10","795.00","798.50","804.87","841.00","478.35",1864887,"1,50,09,95,789.55",45404
15-Oct-2025,EQ,"776.50","807.00","776.10","772.65","801.25","802.10","796.95","841.00","478.35",3804314,"3,03,18,31,046.15",77381
14-Oct-2025,EQ,"767.10","776.50","762.35","767.10","776.10","772.65","770.02","841.00","478.35",2260560,"1,74,06,77,855.85",46611
13-Oct-2025,EQ,"771.15","776.70","760.75","763.25","766.50","767.10","767.58","841.00","478.35",2154436,"1,65,36,98,150.45",33922
10-Oct-2025,EQ,"757.70","765.65","755.15","760.00","762.50","763.25","760.74","841.00","478.35",949662,"72,24,41,529.95",44598
09-Oct-2025,EQ,"770.00","771.00","756.10","767.70","760.30","760.00","762.48","841.00","478.35",1723753,"1,31,43,23,598.75",40894
08-Oct-2025,EQ,"765.00","772.40","751.65","764.00","766.00","767.70","763.14","841.00","478.35",3344639,"2,55,24,43,751.00",43365
07-Oct-2025,EQ,"765.50","766.60","756.55","762.95","762.20","764.00","762.12","841.00","478.35",2437438,"1,85,76,20,910.65",43382
06-Oct-2025,EQ,"748.05","764.40","745.00","741.90","764.40","762.95","757.59","841.00","478.35",2447302,"1,85,40,60,505.00",59895
03-Oct-2025,EQ,"722.05","743.70","720.70","724.55","740.50","741.90","737.23","841.00","478.35",1744199,"1,28,58,82,582.60",33058
01-Oct-2025,EQ,"728.00","741.40","719.05","731.40","726.85","724.55","727.39","841.00","478.35",3802747,"2,76,60,93,923.05",60970
30-Sep-2025,EQ,"738.00","740.20","728.80","738.40","730.90","731.40","732.34","841.00","478.35",3387971,"2,48,11,50,111.40",47572
29-Sep-2025,EQ,"744.10","755.00","729.45","743.20","740.00","738.40","739.60","841.00","478.35",3008287,"2,22,49,41,822.75",57951
26-Sep-2025,EQ,"749.50","759.75","741.50","741.60","743.85","743.20","750.03","841.00","478.35",4071836,"3,05,40,11,745.25",97275
25-Sep-2025,EQ,"733.25","747.55","730.20","736.15","743.00","741.60","741.19","841.00","478.35",1527974,"1,13,25,13,679.00",38924
24-Sep-2025,EQ,"730.00","743.40","727.40","731.65","733.20","736.15","739.24","841.00","478.35",3424417,"2,53,14,61,520.70",52854
23-Sep-2025,EQ,"710.00","734.05","708.90","706.05","731.65","731.65","727.17","841.00","478.35",5080969,"3,69,47,28,559.00",125195
22-Sep-2025,EQ,"719.90","719.90","703.85","718.70","708.40","706.05","710.95","841.00","478.35",1519343,"1,08,01,83,562.05",30509
19-Sep-2025,EQ,"719.65","724.00","711.25","719.65","716.65","718.70","717.25","841.00","478.35",3207374,"2,30,04,76,742.70",50161
18-Sep-2025,EQ,"713.05","722.30","708.10","708.75","720.00","719.65","714.72","841.00","478.35",2453800,"1,75,37,76,708.95",63423
17-Sep-2025,EQ,"710.00","712.20","698.30","711.20","708.60","708.75","704.62","841.00","478.35",3506666,"2,47,08,56,626.00",44609
16-Sep-2025,EQ,"716.50","720.50","709.20","713.40","712.35","711.20","713.90","841.00","478.35",2510810,"1,79,24,68,819.55",40895
15-Sep-2025,EQ,"708.00","715.00","699.20","706.65","714.00","713.40","706.88","841.00","478.35",2009111,"1,42,02,01,764.90",49597
12-Sep-2025,EQ,"710.95","718.20","705.75","710.95","707.25","706.65","712.48","841.00","478.35",1740388,"1,23,99,89,891.45",55469
11-Sep-2025,EQ,"714.40","714.40","709.00","713.80","710.30","710.95","711.06","841.00","478.35",1045318,"74,32,81,025.95",44890
10-Sep-2025,EQ,"702.00","715.00","695.65","697.45","713.20","713.80","705.49","841.00","478.35",3846563,"2,71,37,03,622.25",62678
09-Sep-2025,EQ,"698.00","699.75","694.85","699.75","696.55","697.45","697.07","841.00","478.35",898505,"62,63,19,449.60",35282
08-Sep-2025,EQ,"696.55","703.80","694.30","694.30","698.50","699.75","700.20","841.00","478.35",1949781,"1,36,52,34,708.25",55748
05-Sep-2025,EQ,"700.00","700.00","682.15","696.25","696.60","694.30","688.62","841.00","478.35",2961695,"2,03,94,87,947.95",66648
04-Sep-2025,EQ,"716.00","718.80","692.80","713.95","696.25","696.25","700.55","841.00","478.35",5466938,"3,82,98,46,635.80",77188
03-Sep-2025,EQ,"710.00","716.20","709.05","708.30","714.65","713.95","712.90","841.00","478.35",997652,"71,12,25,862.50",52836
02-Sep-2025,EQ,"722.05","724.50","704.20","721.55","710.00","708.30","708.42","841.00","478.35",3178457,"2,25,16,69,411.60",95525
01-Sep-2025,EQ,"721.10","727.35","716.50","718.05","720.60","721.55","721.01","841.00","478.35",1187277,"85,60,40,144.50",60839
